S&P 500 High Tracker Snapshot
Data Date: 2026-08-26
Generated: 2026-08-27 00:11:58 UTC
Total stocks: 504
================================================================================

| Ticker   | Name                            |   Price |   Market Cap (B) |   % 1D |   % 1W |    % 1Y |   52W High |   % From 52W High |   All-Time High |   % From ATH | At 52W High   | At ATH   |          Vol |   Vol % 1D |   Vol % 1W |   Vol % 1Y |
| INTU     | Intuit Inc.                     |  345.88 |            94.61 |  -3.24 |  -4.58 |  -46.97 |     697.25 |            -50.39 |          804.66 |       -57.02 | False         | False    |  11419543.00 |      58.58 |     184.19 |     203.48 |
| EPAM     | EPAM Systems, Inc.              |  109.36 |             5.64 |  -2.23 |   1.85 |  -35.78 |     222.53 |            -50.86 |          725.40 |       -84.92 | False         | False    |   1010141.00 |      88.64 |     -56.29 |     -11.88 |
| MNST     | Monster Beverage Corporation    |   47.81 |            93.66 |  -1.89 |   0.80 |  -23.04 |     100.34 |            -52.35 |          100.34 |       -52.35 | False         | False    |   6204301.00 |     -12.46 |     -48.10 |     -12.56 |
| BLDR     | Builders FirstSource, Inc.      |   68.67 |             7.39 |  -0.99 |  -5.35 |  -51.87 |     151.03 |            -54.53 |          214.70 |       -68.02 | False         | False    |   1193350.00 |     -39.36 |     -40.50 |     -52.30 |
| COIN     | Coinbase Global, Inc.           |  181.78 |            47.96 |  -2.87 |  13.47 |  -41.07 |     402.16 |            -54.80 |          444.65 |       -59.12 | False         | False    |   6210882.00 |     -41.21 |     -63.38 |     -19.81 |
| BSX      | Boston Scientific Corporation   |   48.17 |            69.81 |  -3.39 |  -7.38 |  -54.72 |     109.50 |            -56.01 |          109.50 |       -56.01 | False         | False    |  36555078.00 |     110.52 |     117.15 |     551.18 |
| ORCL     | Oracle Corporation              |  148.87 |           428.82 |   2.84 |   3.52 |  -35.71 |     341.82 |            -56.45 |          341.82 |       -56.45 | False         | False    |  18073128.00 |      35.59 |     -31.94 |      53.09 |
| APP      | Applovin Corporation            |  308.11 |           103.11 |  -0.78 |  -0.86 |  -34.35 |     745.61 |            -58.68 |          745.61 |       -58.68 | False         | False    |   3545407.00 |     -11.40 |     -19.97 |     -36.62 |
| PODD     | Insulet Corporation             |  143.38 |             9.94 |   0.23 |  -5.37 |  -56.79 |     354.88 |            -59.60 |          354.88 |       -59.60 | False         | False    |   1423967.00 |     -26.04 |       8.59 |     188.84 |
| FISV     | Fiserv, Inc.                    |   52.45 |            27.89 |   0.02 |   0.71 |  -61.96 |     138.85 |            -62.23 |          238.59 |       -78.02 | False         | False    |   4212807.00 |       3.66 |      -8.29 |       2.54 |
| CSGP     | CoStar Group, Inc.              |   32.14 |            13.02 |  -2.04 |  -4.71 |  -64.04 |      91.89 |            -65.02 |          101.05 |       -68.19 | False         | False    |   4796217.00 |      -2.43 |     -17.57 |     113.43 |
| TTD      | The Trade Desk, Inc.            |   13.03 |             6.12 |  -1.66 |  -3.77 |  -75.05 |      56.39 |            -76.89 |          141.53 |       -90.79 | False         | False    |  13320053.00 |      19.54 |     -10.17 |      83.94 |
| AVB      | AvalonBay Communities, Inc.     |  nan    |            26.28 | nan    | nan    |  nan    |      70.61 |            nan    |           70.61 |       nan    | False         | False    |       nan    |     nan    |     nan    |     nan    |
| EQR      | Equity Residential              |  nan    |            24.61 | nan    | nan    |  nan    |      70.75 |            nan    |           70.75 |       nan    | False         | False    |       nan    |     nan    |     nan    |     nan    |
